file,jam_bw_hz,jammer_mode,sample_rate,chan_spacing,chan_bw_hz,guard_hz,num_chans,max_attempts,fft_size,time_bins,hop_every_cols,mute_time_cols,center_channels_around_dc
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0020_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0021_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0022_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0023_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0024_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0025_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0026_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0027_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0028_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0029_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0030_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0031_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0032_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0033_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0034_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0035_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0036_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0037_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0038_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0039_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0040_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0041_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0042_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0043_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0044_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0045_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0046_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0047_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0048_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0049_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0050_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0051_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0052_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0053_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0054_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0055_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0056_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0057_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0058_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0059_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0060_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0061_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0062_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0063_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0064_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0065_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0066_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0067_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0068_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0069_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0070_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0071_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0072_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0073_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0074_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0075_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0076_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0077_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0078_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0079_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0080_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0081_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0082_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0083_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0084_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0085_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0086_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0087_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0088_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0089_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0090_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0091_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0092_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0093_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0094_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0095_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0096_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0097_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0098_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0099_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0100_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0101_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0102_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0103_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0104_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0105_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0106_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0107_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0108_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0109_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0110_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0111_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0112_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0113_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0114_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0115_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0116_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0117_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0118_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0119_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0120_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0121_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0122_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0123_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0124_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0125_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0126_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0127_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0128_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0129_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0130_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0131_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0132_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0133_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0134_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0135_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0136_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0137_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0138_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0139_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0140_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0141_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0142_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0143_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0144_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0145_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0146_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0147_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0148_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
cnn_fhss_clean_pgms/jam_bw_200000Hz/spec_bw200000_img0149_mode-centered.pgm,200000.0,centered,2000000.0,200000.0,60000.0,2000.0,8,64,128,256,6,2,True
